gender,job,industry,age,total_spending,average_spending,number_of_transaction
0,4,8,35,135000,135000.0,1
1,0,6,28,495000,165000.0,3
1,2,1,25,90000,90000.0,1
1,0,7,37,180000,90000.0,2
1,2,3,25,180000,90000.0,1
1,3,0,23,180000,90000.0,2
0,0,3,31,45000,45000.0,1
0,2,1,27,90000,90000.0,1
1,3,0,20,225000,112500.0,2
0,4,2,28,180000,90000.0,2
0,0,5,30,180000,90000.0,2
1,0,8,29,90000,90000.0,1
0,4,9,30,90000,90000.0,1
0,2,4,26,90000,90000.0,1
1,2,8,25,90000,90000.0,1
0,3,0,25,585000,585000.0,1
0,1,7,28,90000,90000.0,1
1,1,2,42,225000,225000.0,1
1,1,3,33,90000,90000.0,1
0,4,1,31,180000,90000.0,2
1,1,9,29,180000,90000.0,2
1,3,0,22,180000,90000.0,2
0,3,0,24,135000,135000.0,1
1,3,0,24,270000,135000.0,2
1,3,0,24,225000,112500.0,2
0,1,8,29,90000,45000.0,1
0,4,6,31,90000,90000.0,1
0,4,1,29,90000,90000.0,1
1,2,4,27,90000,90000.0,1
0,4,4,30,45000,45000.0,1
0,4,1,30,270000,90000.0,3
0,2,1,26,180000,90000.0,2
1,2,3,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,19,360000,360000.0,1
1,4,8,30,540000,135000.0,4
1,3,0,21,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,2,5,27,90000,90000.0,1
0,1,4,33,180000,90000.0,2
0,1,5,34,180000,90000.0,2
0,1,4,29,90000,90000.0,1
0,1,6,30,270000,90000.0,3
1,2,9,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,0,1,28,180000,180000.0,1
1,4,2,31,315000,157500.0,2
1,1,5,28,90000,90000.0,1
1,3,0,21,135000,135000.0,1
1,4,3,41,1260000,315000.0,4
1,3,0,24,765000,382500.0,2
0,3,0,20,180000,180000.0,1
1,2,4,25,90000,90000.0,1
1,3,0,22,270000,270000.0,1
0,3,0,23,405000,405000.0,1
0,4,8,33,270000,90000.0,2
1,3,0,24,180000,90000.0,2
0,4,1,30,270000,270000.0,1
1,2,1,27,180000,180000.0,1
0,2,4,26,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,1,7,32,720000,360000.0,2
1,2,8,25,135000,135000.0,1
1,4,7,31,180000,180000.0,1
1,3,0,23,90000,90000.0,1
0,1,4,37,90000,90000.0,1
1,3,0,23,180000,90000.0,2
1,0,9,32,315000,157500.0,2
0,2,5,25,315000,157500.0,2
0,2,6,25,90000,90000.0,1
1,0,8,33,180000,90000.0,1
1,3,0,24,180000,90000.0,2
1,0,6,28,180000,90000.0,2
0,0,1,35,90000,90000.0,1
0,2,9,25,90000,90000.0,1
1,3,0,22,180000,180000.0,1
0,2,1,25,270000,90000.0,2
1,1,7,28,90000,90000.0,1
1,3,0,19,90000,90000.0,1
1,0,8,28,90000,90000.0,1
1,3,0,21,180000,90000.0,1
1,3,0,22,45000,45000.0,1
1,1,5,31,90000,90000.0,1
0,4,2,28,180000,90000.0,2
1,1,1,28,90000,90000.0,1
1,2,8,26,225000,225000.0,1
1,2,6,26,180000,180000.0,1
0,2,6,26,90000,90000.0,1
0,2,2,27,45000,45000.0,1
1,3,0,23,180000,90000.0,2
1,4,3,28,90000,90000.0,1
1,4,5,37,360000,120000.0,3
0,1,8,28,270000,90000.0,3
0,2,3,27,90000,90000.0,1
0,4,4,31,90000,90000.0,1
0,0,4,32,90000,90000.0,1
1,0,4,30,90000,90000.0,1
0,0,2,43,180000,180000.0,1
0,3,0,22,180000,90000.0,1
0,0,4,28,135000,135000.0,1
0,2,2,27,180000,180000.0,1
1,2,3,25,90000,90000.0,1
0,3,0,24,90000,90000.0,1
1,3,0,24,180000,90000.0,2
1,1,4,30,90000,90000.0,1
0,4,7,40,90000,45000.0,1
1,3,0,21,90000,90000.0,1
0,2,2,25,90000,90000.0,1
0,4,2,29,135000,135000.0,1
1,3,0,21,225000,112500.0,2
1,3,0,23,90000,90000.0,1
1,0,1,34,45000,45000.0,1
1,2,1,27,90000,90000.0,1
0,2,4,26,225000,225000.0,1
0,2,9,26,90000,90000.0,1
0,2,7,26,90000,90000.0,1
1,2,2,27,90000,90000.0,1
0,2,1,26,270000,270000.0,1
1,3,0,22,135000,135000.0,1
1,3,0,23,225000,225000.0,1
0,4,7,29,90000,90000.0,1
1,0,8,29,180000,180000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,21,315000,105000.0,3
0,2,7,26,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,4,3,34,90000,90000.0,1
1,0,7,29,90000,90000.0,1
1,2,2,27,180000,90000.0,2
1,1,7,28,225000,112500.0,2
0,2,1,27,90000,90000.0,1
1,0,8,29,90000,90000.0,1
1,0,7,28,270000,90000.0,3
1,0,8,28,270000,90000.0,2
0,3,0,22,90000,90000.0,1
0,4,8,32,180000,90000.0,2
1,4,5,30,180000,90000.0,1
0,2,1,27,90000,90000.0,1
0,1,9,28,90000,90000.0,1
1,2,9,25,90000,90000.0,1
1,3,0,22,45000,45000.0,1
1,0,4,30,135000,135000.0,1
1,2,9,26,135000,67500.0,2
1,3,0,23,225000,225000.0,1
1,3,0,21,90000,90000.0,1
1,3,0,24,135000,67500.0,2
1,3,0,22,675000,225000.0,3
1,3,0,24,360000,90000.0,4
1,0,5,30,90000,90000.0,1
1,3,0,23,360000,360000.0,1
1,4,4,30,180000,90000.0,2
0,0,8,28,90000,90000.0,1
0,3,0,24,180000,45000.0,4
1,2,7,27,315000,157500.0,2
0,0,7,33,405000,81000.0,5
1,1,6,29,180000,90000.0,2
1,3,0,22,135000,135000.0,1
0,0,1,32,90000,90000.0,1
1,0,1,31,90000,90000.0,1
1,1,9,30,135000,135000.0,1
1,2,1,25,225000,112500.0,2
0,2,6,26,180000,90000.0,2
0,3,0,23,360000,360000.0,1
0,1,5,31,90000,90000.0,1
1,4,7,33,90000,90000.0,1
0,4,1,31,135000,135000.0,1
1,2,9,27,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,1,4,29,90000,90000.0,1
1,0,1,33,360000,72000.0,4
0,1,5,32,270000,90000.0,3
0,4,4,30,225000,112500.0,1
1,4,6,29,90000,90000.0,1
1,2,9,26,90000,90000.0,1
0,0,2,33,180000,90000.0,1
1,0,8,54,135000,135000.0,1
1,0,2,28,90000,90000.0,1
1,3,0,22,315000,105000.0,3
0,4,2,46,90000,90000.0,1
0,4,1,28,450000,112500.0,4
0,0,8,32,180000,180000.0,1
1,0,8,31,90000,90000.0,1
0,0,7,34,1650000,206250.0,4
1,2,1,26,405000,101250.0,2
1,2,2,27,180000,90000.0,2
1,2,1,26,90000,90000.0,1
0,1,8,30,270000,90000.0,2
1,4,4,30,180000,90000.0,2
1,4,6,28,180000,90000.0,2
1,2,7,26,90000,90000.0,1
0,3,0,23,135000,135000.0,1
1,1,5,30,180000,180000.0,1
1,2,9,25,315000,157500.0,2
0,2,7,25,360000,90000.0,4
1,2,9,26,180000,180000.0,1
0,0,9,30,90000,90000.0,1
0,2,5,25,135000,135000.0,1
1,2,5,26,90000,90000.0,1
1,2,5,27,135000,67500.0,2
1,3,0,22,90000,90000.0,1
0,2,4,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,2,3,25,90000,90000.0,1
0,2,1,27,270000,90000.0,2
1,3,0,21,90000,90000.0,1
1,4,4,30,180000,90000.0,2
1,0,3,34,45000,45000.0,1
1,2,9,25,225000,225000.0,1
1,1,5,30,90000,90000.0,1
1,1,3,30,90000,90000.0,1
1,3,0,22,225000,112500.0,2
1,2,6,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,2,4,27,225000,225000.0,1
1,0,6,29,90000,90000.0,1
0,2,3,27,90000,90000.0,1
1,2,3,25,90000,90000.0,1
0,4,6,33,135000,67500.0,2
0,3,0,24,90000,90000.0,1
0,2,8,27,90000,90000.0,1
0,4,8,30,225000,75000.0,3
1,4,6,31,180000,90000.0,2
1,0,9,31,225000,225000.0,1
1,4,8,28,315000,157500.0,1
0,1,2,42,90000,90000.0,1
1,0,2,30,90000,90000.0,1
0,0,2,29,90000,90000.0,1
0,1,9,31,135000,135000.0,1
1,4,8,33,180000,180000.0,1
0,2,9,26,270000,135000.0,2
0,2,6,27,45000,45000.0,1
1,0,7,28,90000,90000.0,1
1,2,5,27,225000,225000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,23,405000,101250.0,4
1,3,0,22,90000,90000.0,1
0,2,9,25,90000,90000.0,1
1,2,2,26,90000,90000.0,1
1,2,9,27,90000,90000.0,1
1,2,1,25,180000,60000.0,2
1,0,9,31,135000,135000.0,1
1,2,6,26,90000,45000.0,2
0,2,8,27,90000,90000.0,1
1,2,4,25,720000,120000.0,3
0,4,6,28,90000,90000.0,1
1,4,6,30,90000,90000.0,1
0,3,0,23,135000,135000.0,1
1,1,8,32,90000,90000.0,1
0,3,0,22,270000,270000.0,1
0,2,2,27,180000,180000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,21,45000,45000.0,1
1,3,0,22,585000,117000.0,3
0,2,8,27,225000,225000.0,1
0,2,4,27,270000,90000.0,3
1,0,5,29,270000,90000.0,3
1,3,0,22,405000,135000.0,2
0,2,1,26,225000,112500.0,2
1,0,4,35,90000,90000.0,1
1,3,0,20,90000,90000.0,1
1,4,1,31,90000,90000.0,1
1,1,2,35,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,0,3,32,180000,90000.0,2
0,2,7,26,270000,135000.0,2
1,3,0,23,135000,135000.0,1
0,2,1,26,225000,225000.0,1
0,1,8,30,90000,90000.0,1
1,0,4,29,45000,45000.0,1
1,2,6,27,90000,90000.0,1
1,2,7,25,720000,360000.0,2
1,1,3,30,90000,90000.0,1
1,2,6,27,90000,90000.0,1
0,2,5,27,45000,45000.0,1
0,1,9,33,90000,90000.0,1
0,3,0,24,360000,180000.0,2
1,1,7,30,270000,90000.0,1
1,2,3,26,135000,67500.0,2
0,2,7,27,675000,337500.0,2
1,2,4,26,180000,180000.0,1
1,2,1,26,180000,180000.0,1
0,1,4,37,135000,45000.0,2
1,2,4,25,90000,90000.0,1
0,3,0,24,270000,270000.0,1
1,2,4,27,180000,90000.0,2
1,3,0,23,675000,135000.0,5
1,3,0,24,90000,90000.0,1
0,3,0,23,450000,225000.0,2
1,4,7,40,180000,180000.0,1
0,3,0,24,630000,105000.0,4
0,4,9,38,180000,90000.0,1
0,2,9,26,180000,90000.0,2
1,2,9,25,90000,90000.0,1
1,3,0,24,270000,270000.0,1
1,0,9,32,180000,90000.0,2
0,4,9,39,45000,45000.0,1
1,2,5,27,90000,90000.0,1
0,4,6,32,135000,135000.0,1
0,3,0,24,360000,360000.0,1
1,2,3,27,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,0,5,29,90000,90000.0,1
1,4,3,35,90000,90000.0,1
1,4,7,29,585000,83571.42857142857,7
1,0,9,30,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,4,3,41,180000,90000.0,2
1,2,1,27,225000,112500.0,2
0,2,1,26,180000,90000.0,1
1,0,4,40,90000,90000.0,1
0,3,0,7,90000,90000.0,1
1,1,8,30,90000,90000.0,1
1,2,8,26,135000,135000.0,1
1,3,0,24,360000,180000.0,2
0,4,2,28,135000,67500.0,2
1,0,7,30,90000,90000.0,1
1,1,5,29,90000,90000.0,1
0,4,1,29,90000,90000.0,1
1,3,0,22,630000,210000.0,3
1,4,6,33,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,3,0,21,135000,135000.0,1
0,3,0,23,135000,135000.0,1
1,3,0,21,405000,81000.0,5
1,3,0,21,135000,135000.0,1
0,3,0,21,90000,90000.0,1
1,4,5,30,90000,90000.0,1
0,3,0,23,450000,112500.0,4
1,0,9,28,90000,90000.0,1
0,1,9,30,90000,90000.0,1
0,2,4,27,180000,90000.0,2
0,0,1,32,90000,90000.0,1
1,1,3,40,180000,90000.0,1
1,3,0,23,270000,90000.0,2
0,4,2,33,90000,90000.0,1
0,3,0,22,405000,135000.0,1
1,3,0,24,180000,180000.0,1
0,0,2,28,270000,90000.0,3
1,3,0,22,135000,135000.0,1
0,4,8,29,90000,90000.0,1
0,4,3,34,90000,90000.0,1
0,0,4,45,225000,75000.0,3
1,1,7,30,675000,135000.0,5
1,2,3,27,270000,135000.0,2
0,1,1,28,720000,180000.0,4
1,3,0,24,90000,90000.0,1
1,4,2,30,90000,90000.0,1
1,0,4,28,90000,90000.0,1
1,0,3,28,90000,90000.0,1
0,4,3,33,90000,90000.0,1
0,2,5,26,225000,225000.0,1
0,3,0,22,90000,90000.0,1
0,4,2,45,405000,135000.0,3
1,2,4,26,90000,90000.0,1
1,4,1,31,90000,90000.0,1
1,4,5,31,90000,90000.0,1
1,1,6,59,90000,90000.0,1
0,3,0,21,90000,90000.0,1
1,3,0,21,180000,180000.0,1
1,3,0,20,135000,135000.0,1
1,3,0,19,360000,360000.0,1
0,0,1,33,45000,45000.0,1
1,4,5,33,270000,90000.0,3
0,2,6,26,765000,191250.0,4
0,3,0,16,765000,127500.0,6
1,2,9,26,90000,90000.0,1
1,2,3,25,90000,90000.0,1
0,3,0,18,180000,90000.0,2
1,3,0,20,135000,135000.0,1
0,3,0,21,270000,90000.0,3
1,3,0,21,270000,270000.0,1
1,2,8,27,90000,90000.0,1
1,0,5,34,360000,90000.0,4
1,2,3,27,360000,180000.0,2
1,3,0,19,90000,90000.0,1
1,4,3,38,90000,90000.0,1
1,2,9,25,90000,90000.0,1
0,1,4,37,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,3,0,22,270000,90000.0,3
1,0,4,28,225000,112500.0,2
1,3,0,24,90000,90000.0,1
1,1,4,34,135000,135000.0,1
0,0,6,34,90000,90000.0,1
0,1,3,37,135000,135000.0,1
1,2,2,27,90000,90000.0,1
0,3,0,7,135000,135000.0,1
1,2,3,26,90000,90000.0,1
0,0,4,33,180000,90000.0,2
0,2,2,26,270000,135000.0,2
1,1,6,32,90000,90000.0,1
0,3,0,24,360000,90000.0,4
0,2,9,25,90000,90000.0,1
0,1,4,36,450000,112500.0,4
1,2,5,27,270000,270000.0,1
0,2,4,27,90000,90000.0,1
0,1,9,32,90000,90000.0,1
0,3,0,20,90000,90000.0,1
0,4,6,32,405000,135000.0,3
1,4,4,34,180000,90000.0,2
0,2,8,25,90000,90000.0,1
1,2,3,27,90000,90000.0,1
0,4,6,32,90000,90000.0,1
0,3,0,22,180000,180000.0,1
0,3,0,22,90000,90000.0,1
1,3,0,23,135000,135000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,22,360000,180000.0,2
1,3,0,21,450000,225000.0,2
0,3,0,22,135000,135000.0,1
1,0,6,33,270000,135000.0,2
1,3,0,19,270000,270000.0,1
0,3,0,21,270000,90000.0,2
0,3,0,21,495000,165000.0,2
1,3,0,24,45000,45000.0,1
0,1,5,37,90000,90000.0,1
1,1,2,35,90000,90000.0,1
0,2,3,26,90000,90000.0,1
1,2,6,26,90000,90000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,2,8,27,90000,90000.0,1
1,3,0,23,450000,225000.0,2
1,2,6,25,180000,90000.0,2
1,2,1,26,90000,90000.0,1
1,2,3,27,90000,90000.0,1
1,4,5,32,315000,157500.0,2
1,2,3,25,90000,90000.0,1
0,2,6,25,90000,90000.0,1
1,3,0,23,450000,150000.0,3
1,2,6,27,90000,90000.0,1
1,3,0,21,360000,90000.0,4
0,3,0,24,90000,90000.0,1
1,3,0,21,540000,90000.0,5
0,2,7,26,90000,90000.0,1
1,1,2,34,90000,90000.0,1
1,3,0,20,225000,112500.0,1
0,3,0,23,270000,135000.0,2
1,2,8,26,180000,90000.0,1
1,3,0,20,90000,90000.0,1
1,2,6,25,135000,135000.0,1
0,3,0,21,270000,90000.0,3
1,2,1,27,495000,165000.0,3
0,2,5,26,180000,90000.0,2
1,1,8,29,540000,180000.0,2
0,3,0,22,135000,45000.0,3
0,1,5,33,225000,225000.0,1
0,1,1,35,270000,270000.0,1
1,4,6,31,180000,180000.0,1
0,1,9,37,90000,90000.0,1
0,0,3,29,90000,90000.0,1
1,1,1,47,90000,90000.0,1
1,3,0,21,855000,285000.0,2
0,1,7,29,45000,45000.0,1
0,3,0,23,225000,225000.0,1
1,3,0,24,225000,112500.0,2
1,3,0,21,270000,270000.0,1
0,1,5,34,360000,90000.0,2
0,2,4,27,270000,135000.0,2
0,2,6,26,90000,90000.0,1
1,4,7,28,90000,90000.0,1
0,2,2,26,180000,90000.0,2
0,4,5,30,360000,90000.0,4
0,0,8,32,90000,90000.0,1
0,4,1,30,45000,45000.0,1
1,2,2,27,180000,90000.0,2
1,2,1,25,90000,90000.0,1
1,4,8,28,90000,90000.0,1
0,0,2,33,180000,90000.0,2
1,0,2,28,90000,90000.0,1
1,1,1,30,180000,90000.0,2
0,3,0,24,315000,157500.0,2
0,0,9,31,90000,90000.0,1
1,4,9,28,270000,90000.0,2
1,3,0,21,90000,90000.0,1
0,1,8,31,90000,90000.0,1
0,2,9,26,90000,90000.0,1
0,0,2,28,45000,45000.0,1
1,2,9,26,90000,90000.0,1
0,0,7,35,315000,105000.0,2
1,1,1,29,45000,45000.0,1
1,3,0,24,135000,135000.0,1
0,3,0,24,90000,90000.0,1
1,2,3,25,90000,90000.0,1
0,4,9,35,1080000,270000.0,3
1,2,9,27,180000,90000.0,1
0,0,4,29,135000,135000.0,1
1,0,9,31,45000,45000.0,1
0,2,9,27,90000,90000.0,1
0,1,5,29,135000,135000.0,1
1,0,3,31,180000,180000.0,1
0,1,9,60,45000,45000.0,1
1,2,8,26,90000,90000.0,1
1,4,6,34,45000,45000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,22,225000,75000.0,3
0,3,0,23,90000,90000.0,1
1,3,0,23,180000,60000.0,3
1,0,1,29,90000,90000.0,1
1,0,6,35,315000,157500.0,2
0,4,8,36,135000,67500.0,1
0,1,4,33,90000,90000.0,1
0,3,0,22,540000,90000.0,6
0,2,9,27,180000,180000.0,1
1,2,7,27,225000,225000.0,1
0,2,2,26,90000,90000.0,1
1,1,7,37,90000,90000.0,1
0,1,6,40,180000,90000.0,2
1,3,0,21,765000,127500.0,4
0,4,9,28,90000,90000.0,1
0,2,6,26,360000,360000.0,1
1,0,5,30,90000,90000.0,1
1,2,8,26,180000,90000.0,2
1,3,0,20,180000,180000.0,1
1,1,5,29,45000,45000.0,1
1,0,8,43,135000,135000.0,1
1,2,1,25,270000,90000.0,3
1,3,0,21,270000,270000.0,1
1,3,0,22,135000,135000.0,1
0,4,8,30,90000,90000.0,1
1,2,9,27,270000,135000.0,2
0,0,3,31,180000,90000.0,2
0,3,0,7,135000,135000.0,1
0,3,0,24,180000,90000.0,2
0,4,6,30,135000,135000.0,1
1,3,0,23,90000,90000.0,1
0,1,5,31,90000,90000.0,1
1,2,5,25,90000,90000.0,1
1,3,0,22,180000,180000.0,1
1,2,2,25,180000,180000.0,1
1,2,3,27,90000,90000.0,1
1,0,2,30,90000,90000.0,1
1,3,0,24,180000,90000.0,2
0,4,7,31,225000,225000.0,1
1,3,0,24,270000,270000.0,1
0,1,5,28,180000,90000.0,2
0,2,8,25,180000,180000.0,1
1,3,0,24,90000,90000.0,1
0,0,7,29,90000,90000.0,1
1,3,0,22,180000,180000.0,1
1,2,2,25,630000,157500.0,3
1,2,3,26,90000,90000.0,1
1,2,6,27,270000,270000.0,1
1,2,5,27,90000,90000.0,1
1,3,0,21,315000,78750.0,2
1,3,0,24,180000,180000.0,1
1,3,0,23,225000,225000.0,1
0,4,4,33,315000,78750.0,2
1,3,0,24,225000,225000.0,1
0,3,0,24,90000,90000.0,1
0,3,0,24,180000,90000.0,1
1,0,8,42,270000,270000.0,1
0,3,0,23,180000,180000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,24,180000,90000.0,2
0,3,0,23,90000,90000.0,1
1,2,6,27,90000,90000.0,1
0,1,4,30,180000,90000.0,2
1,1,6,51,180000,180000.0,1
0,4,8,32,1155000,385000.0,3
0,3,0,7,90000,90000.0,1
0,1,9,40,270000,90000.0,3
0,4,8,34,90000,90000.0,1
1,4,1,40,270000,270000.0,1
0,1,3,31,90000,90000.0,1
0,2,4,27,495000,99000.0,3
1,2,7,27,90000,90000.0,1
1,1,1,28,90000,90000.0,1
0,0,5,32,90000,90000.0,1
1,1,4,28,90000,90000.0,1
1,2,4,25,180000,90000.0,2
1,4,5,35,180000,90000.0,2
1,2,8,26,90000,90000.0,1
0,1,2,32,90000,90000.0,1
0,0,2,38,135000,135000.0,1
1,4,4,31,90000,90000.0,1
0,1,6,30,90000,90000.0,1
1,1,5,32,315000,157500.0,2
1,3,0,24,180000,180000.0,1
1,0,9,31,135000,135000.0,1
1,2,9,26,405000,202500.0,1
1,2,2,25,135000,67500.0,2
1,4,4,29,90000,90000.0,1
0,4,5,33,90000,90000.0,1
1,1,6,36,90000,90000.0,1
0,0,6,36,90000,90000.0,1
1,2,5,26,90000,90000.0,1
0,1,5,29,90000,90000.0,1
1,0,9,28,135000,135000.0,1
0,4,8,28,90000,90000.0,1
1,1,7,31,90000,90000.0,1
0,2,6,26,45000,45000.0,1
0,1,4,32,90000,90000.0,1
1,2,9,25,90000,90000.0,1
1,2,9,26,270000,90000.0,2
0,1,2,29,180000,180000.0,1
1,1,1,28,405000,101250.0,4
1,2,4,25,180000,180000.0,1
0,2,9,25,585000,97500.0,6
1,4,8,36,90000,90000.0,1
1,2,4,26,90000,90000.0,1
1,3,0,21,180000,90000.0,2
1,1,4,28,90000,90000.0,1
1,1,6,30,270000,135000.0,2
0,3,0,24,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,4,1,29,90000,90000.0,1
0,1,5,28,90000,90000.0,1
1,2,7,27,90000,90000.0,1
0,2,7,27,90000,90000.0,1
1,1,8,29,180000,180000.0,1
0,2,6,27,270000,90000.0,2
0,0,4,32,135000,135000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,24,90000,90000.0,1
1,2,2,27,90000,90000.0,1
0,1,7,28,90000,90000.0,1
1,2,2,25,90000,90000.0,1
1,2,5,25,90000,90000.0,1
0,2,3,26,180000,90000.0,2
0,0,4,29,225000,112500.0,2
1,0,2,37,45000,45000.0,1
1,4,3,28,90000,90000.0,1
1,0,7,29,90000,90000.0,1
0,1,9,39,135000,135000.0,1
1,4,7,28,90000,90000.0,1
1,2,8,27,135000,67500.0,2
1,1,2,28,270000,135000.0,2
1,2,5,27,270000,90000.0,2
1,3,0,24,585000,146250.0,2
1,1,5,36,180000,90000.0,2
1,2,3,25,90000,90000.0,1
1,3,0,23,270000,135000.0,2
0,4,5,30,90000,90000.0,1
1,3,0,22,270000,90000.0,2
1,0,5,35,90000,90000.0,1
0,3,0,22,90000,90000.0,1
0,2,6,25,180000,90000.0,2
1,2,1,25,270000,90000.0,3
1,0,8,30,135000,135000.0,1
1,3,0,21,90000,90000.0,1
1,3,0,19,360000,180000.0,2
0,4,8,31,90000,90000.0,1
0,4,9,28,270000,90000.0,3
0,2,1,25,225000,225000.0,1
0,3,0,20,180000,180000.0,1
1,3,0,24,135000,135000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,22,135000,67500.0,2
0,3,0,23,90000,90000.0,1
0,0,5,30,180000,90000.0,2
1,2,8,27,180000,90000.0,1
1,2,9,25,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,21,360000,180000.0,2
0,3,0,25,540000,90000.0,3
0,3,0,23,90000,90000.0,1
0,0,5,34,90000,90000.0,1
1,2,5,26,90000,90000.0,1
1,1,1,29,90000,90000.0,1
1,3,0,22,135000,135000.0,1
1,0,9,39,630000,315000.0,2
1,0,6,33,90000,90000.0,1
1,2,4,26,180000,90000.0,2
1,1,4,33,90000,90000.0,1
1,3,0,22,90000,90000.0,1
1,3,0,20,45000,45000.0,1
1,1,5,28,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,2,2,25,90000,90000.0,1
1,4,6,29,225000,225000.0,1
1,2,8,26,180000,90000.0,2
1,0,7,38,450000,112500.0,2
1,0,6,30,90000,90000.0,1
1,4,7,31,360000,360000.0,1
1,3,0,24,90000,90000.0,1
1,4,3,29,90000,90000.0,1
0,0,4,34,90000,90000.0,1
0,4,9,33,90000,90000.0,1
0,2,7,25,90000,90000.0,1
1,2,8,25,90000,90000.0,1
1,0,1,30,90000,90000.0,1
0,0,3,28,90000,90000.0,1
1,3,0,24,225000,225000.0,1
1,2,4,27,180000,90000.0,2
1,4,1,36,45000,45000.0,1
1,2,4,25,270000,90000.0,3
0,1,8,44,90000,90000.0,1
0,3,0,23,270000,90000.0,3
1,0,2,30,180000,90000.0,2
1,0,3,28,90000,90000.0,1
1,4,4,34,180000,180000.0,1
0,1,1,31,90000,90000.0,1
1,1,3,28,180000,90000.0,2
1,4,1,53,495000,123750.0,3
1,4,4,30,180000,90000.0,2
1,3,0,24,90000,90000.0,1
0,3,0,21,90000,90000.0,1
1,2,8,25,90000,90000.0,1
1,0,7,32,90000,90000.0,1
0,2,6,27,135000,135000.0,1
1,0,2,28,180000,180000.0,1
0,4,4,30,405000,202500.0,2
0,2,6,25,180000,180000.0,1
1,4,5,29,180000,90000.0,2
1,2,2,27,90000,90000.0,1
1,4,1,29,90000,90000.0,1
1,3,0,23,315000,105000.0,2
0,2,9,27,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,24,180000,90000.0,2
1,2,2,25,90000,90000.0,1
1,2,3,25,90000,90000.0,1
1,4,3,30,90000,90000.0,1
1,2,8,26,180000,90000.0,2
1,2,9,25,90000,90000.0,1
1,3,0,22,225000,225000.0,1
1,2,6,25,270000,90000.0,3
1,2,7,27,180000,180000.0,1
0,3,0,23,180000,90000.0,2
1,2,9,27,90000,90000.0,1
1,2,9,25,135000,135000.0,1
0,3,0,24,90000,90000.0,1
0,2,4,25,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,3,0,21,135000,135000.0,1
1,2,8,26,90000,90000.0,1
1,2,4,27,180000,90000.0,2
0,2,4,27,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,4,6,29,90000,90000.0,1
1,2,4,25,180000,90000.0,2
0,4,3,28,90000,90000.0,1
0,4,8,38,135000,67500.0,2
1,2,9,27,90000,90000.0,1
1,0,8,33,90000,90000.0,1
0,1,1,32,315000,157500.0,2
1,3,0,22,315000,315000.0,1
1,0,6,31,180000,180000.0,1
1,2,9,27,90000,90000.0,1
1,0,5,32,180000,180000.0,1
0,4,3,38,45000,45000.0,1
0,0,5,34,135000,45000.0,3
1,2,3,26,135000,135000.0,1
1,2,7,25,90000,90000.0,1
0,3,0,21,450000,112500.0,3
1,4,6,29,675000,337500.0,2
0,4,7,36,180000,90000.0,2
0,0,5,35,225000,225000.0,1
1,2,9,26,90000,90000.0,1
1,1,7,31,90000,90000.0,1
0,0,6,41,90000,90000.0,1
0,3,0,24,90000,90000.0,1
0,1,3,33,90000,90000.0,1
0,1,3,30,270000,90000.0,2
0,0,5,32,45000,45000.0,1
0,4,6,28,135000,135000.0,1
0,1,5,29,180000,90000.0,1
0,2,9,27,180000,180000.0,1
1,3,0,23,315000,105000.0,2
0,1,8,32,90000,90000.0,1
1,3,0,23,45000,45000.0,1
1,0,6,34,540000,270000.0,2
0,4,5,33,135000,135000.0,1
1,2,3,25,450000,225000.0,2
1,2,1,25,315000,105000.0,1
1,2,3,25,180000,90000.0,2
0,2,5,27,90000,90000.0,1
1,1,9,28,180000,90000.0,2
1,2,7,25,360000,90000.0,4
1,2,3,25,90000,90000.0,1
