gender,job,industry,age,total_spending,average_spending,number_of_transaction
0,2,4,25,90000,90000.0,1
1,2,9,26,135000,67500.0,2
1,0,2,35,180000,180000.0,1
0,0,2,32,405000,202500.0,2
1,0,9,28,180000,90000.0,2
0,2,7,27,45000,45000.0,1
0,1,2,35,180000,90000.0,2
0,4,4,30,90000,90000.0,1
1,1,2,32,135000,135000.0,1
0,4,5,34,180000,90000.0,2
1,3,0,23,90000,90000.0,1
0,3,0,23,135000,135000.0,1
0,1,3,55,585000,195000.0,3
0,1,5,33,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,1,4,37,225000,112500.0,2
0,4,5,28,315000,78750.0,3
1,1,5,29,135000,67500.0,2
0,0,4,37,90000,90000.0,1
0,1,5,29,90000,90000.0,1
0,4,5,32,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,3,0,24,270000,270000.0,1
1,1,6,28,360000,90000.0,3
1,0,1,32,90000,90000.0,1
1,1,4,30,90000,90000.0,1
0,4,3,28,270000,90000.0,3
0,2,7,27,90000,90000.0,1
0,1,1,40,90000,90000.0,1
0,1,3,30,225000,225000.0,1
1,4,4,40,315000,105000.0,3
0,1,5,28,90000,90000.0,1
1,2,4,27,90000,90000.0,1
0,1,5,29,180000,180000.0,1
1,1,1,28,90000,90000.0,1
0,2,3,27,135000,67500.0,2
1,4,6,28,135000,135000.0,1
1,1,5,29,90000,90000.0,1
1,2,1,27,90000,90000.0,1
0,2,4,27,360000,90000.0,4
0,0,4,29,90000,90000.0,1
0,2,4,27,90000,90000.0,1
0,2,8,27,450000,150000.0,3
0,4,1,28,90000,90000.0,1
1,0,3,28,180000,90000.0,2
1,1,1,28,90000,90000.0,1
0,1,6,28,90000,90000.0,1
0,2,3,27,90000,90000.0,1
1,2,5,27,225000,225000.0,1
1,1,8,28,90000,90000.0,1
0,2,5,27,90000,90000.0,1
0,0,3,28,135000,135000.0,1
1,0,3,29,90000,90000.0,1
1,1,4,28,90000,90000.0,1
0,0,8,29,90000,90000.0,1
1,0,6,28,90000,90000.0,1
0,4,5,28,135000,67500.0,1
1,1,9,39,90000,90000.0,1
1,4,1,28,90000,90000.0,1
1,0,9,29,225000,112500.0,2
1,0,2,28,45000,45000.0,1
1,2,2,27,90000,90000.0,1
1,4,6,28,90000,90000.0,1
1,3,0,20,180000,90000.0,2
0,3,0,21,90000,90000.0,1
1,0,5,32,90000,90000.0,1
1,0,3,31,135000,67500.0,2
1,3,0,21,135000,135000.0,1
0,4,8,30,180000,90000.0,2
1,0,1,29,90000,90000.0,1
0,1,1,28,135000,135000.0,1
0,1,1,33,90000,90000.0,1
0,1,8,30,90000,90000.0,1
0,1,8,37,45000,45000.0,1
1,0,8,28,180000,90000.0,2
0,4,3,30,360000,120000.0,2
1,2,5,27,360000,90000.0,1
0,1,8,31,90000,90000.0,1
0,1,5,31,495000,82500.0,5
1,2,9,27,90000,90000.0,1
1,2,3,27,90000,90000.0,1
0,4,6,32,225000,112500.0,1
0,4,3,36,225000,225000.0,1
1,1,4,29,315000,105000.0,3
0,2,5,27,90000,90000.0,1
0,0,5,29,90000,90000.0,1
1,2,9,27,90000,90000.0,1
1,4,9,28,90000,90000.0,1
1,4,1,28,90000,90000.0,1
1,2,8,27,180000,180000.0,1
0,2,3,27,270000,135000.0,2
0,2,9,27,180000,90000.0,2
0,2,1,26,270000,135000.0,2
1,2,8,25,90000,90000.0,1
0,0,3,39,180000,180000.0,1
0,2,6,27,270000,90000.0,3
1,2,1,25,90000,90000.0,1
1,3,0,23,180000,90000.0,1
1,4,1,33,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,4,1,31,90000,90000.0,1
0,2,1,26,405000,135000.0,3
1,0,3,32,135000,135000.0,1
1,1,6,35,90000,90000.0,1
0,2,9,27,90000,90000.0,1
1,3,0,23,270000,135000.0,2
1,3,0,23,90000,90000.0,1
0,3,0,24,405000,81000.0,5
1,1,5,31,90000,90000.0,1
0,3,0,24,90000,90000.0,1
0,1,3,30,135000,135000.0,1
1,2,2,27,315000,105000.0,2
0,3,0,21,180000,180000.0,1
0,4,4,29,90000,90000.0,1
0,2,6,26,90000,90000.0,1
0,2,1,26,180000,90000.0,1
1,3,0,24,270000,90000.0,3
1,2,8,27,90000,90000.0,1
0,0,3,31,90000,90000.0,1
0,2,6,27,90000,90000.0,1
1,2,9,27,450000,450000.0,1
0,0,2,35,135000,67500.0,1
1,4,4,33,90000,90000.0,1
0,1,3,28,45000,45000.0,1
1,2,2,27,90000,90000.0,1
0,2,1,25,225000,75000.0,3
0,4,2,28,90000,90000.0,1
0,4,1,28,90000,90000.0,1
0,2,2,25,270000,90000.0,3
1,2,6,26,135000,135000.0,1
0,4,9,47,180000,180000.0,1
0,0,2,38,135000,135000.0,1
0,2,1,26,90000,90000.0,1
1,0,7,32,90000,90000.0,1
0,4,9,39,90000,90000.0,1
0,4,8,29,270000,90000.0,3
0,0,6,38,180000,90000.0,2
0,0,5,31,90000,90000.0,1
1,0,2,28,360000,90000.0,4
0,2,2,25,300000,150000.0,2
1,4,2,29,945000,105000.0,8
0,2,7,26,90000,90000.0,1
0,3,0,24,135000,135000.0,1
1,4,3,55,135000,67500.0,2
1,1,9,29,270000,270000.0,1
0,0,9,28,90000,90000.0,1
0,0,9,29,450000,112500.0,3
1,0,3,30,90000,90000.0,1
0,2,1,26,135000,135000.0,1
0,1,8,30,465000,116250.0,4
1,0,3,30,90000,90000.0,1
0,0,4,28,75000,75000.0,1
0,4,7,28,90000,90000.0,1
0,2,1,26,270000,270000.0,1
0,3,0,23,135000,135000.0,1
0,2,3,26,135000,135000.0,1
0,0,5,29,180000,90000.0,2
1,3,0,24,90000,90000.0,1
1,4,5,29,90000,90000.0,1
0,2,5,26,315000,157500.0,2
1,2,2,27,135000,135000.0,1
0,3,0,23,90000,90000.0,1
1,0,3,31,45000,45000.0,1
1,0,7,29,90000,90000.0,1
1,0,5,28,225000,112500.0,1
1,1,2,28,90000,90000.0,1
1,4,6,36,180000,90000.0,2
1,2,3,26,315000,105000.0,3
1,3,0,21,360000,90000.0,2
1,1,9,49,135000,135000.0,1
1,2,8,27,90000,90000.0,1
1,1,3,45,495000,99000.0,2
1,3,0,19,270000,270000.0,1
1,2,1,25,45000,45000.0,1
1,2,8,25,225000,75000.0,2
1,2,9,25,90000,90000.0,1
0,1,2,28,90000,90000.0,1
0,1,5,58,135000,135000.0,1
1,3,0,19,90000,90000.0,1
0,4,5,40,90000,90000.0,1
1,0,8,32,270000,90000.0,3
1,2,5,26,450000,90000.0,2
0,4,3,34,225000,112500.0,1
1,2,5,27,45000,45000.0,1
0,1,5,36,90000,90000.0,1
1,0,3,31,315000,105000.0,3
0,2,9,27,180000,90000.0,2
0,3,0,21,180000,90000.0,1
0,4,5,28,135000,135000.0,1
0,3,0,19,45000,45000.0,1
1,3,0,21,360000,180000.0,2
1,3,0,23,90000,90000.0,1
1,3,0,17,270000,135000.0,2
1,3,0,23,90000,90000.0,1
0,2,6,27,90000,90000.0,1
0,1,5,33,135000,135000.0,1
0,0,4,41,180000,180000.0,1
1,3,0,21,90000,90000.0,1
0,1,5,28,450000,90000.0,5
1,4,8,28,180000,180000.0,1
1,4,5,30,90000,90000.0,1
0,0,1,32,90000,90000.0,1
0,4,9,28,90000,90000.0,1
1,0,5,33,45000,45000.0,1
1,0,7,32,180000,180000.0,1
0,2,8,27,90000,90000.0,1
1,4,4,31,90000,90000.0,1
1,0,4,32,90000,90000.0,1
0,4,9,33,90000,90000.0,1
1,4,7,29,225000,75000.0,3
1,0,7,30,90000,90000.0,1
0,0,6,29,90000,90000.0,1
0,4,4,31,225000,225000.0,1
0,0,6,30,360000,180000.0,2
1,4,7,31,90000,90000.0,1
0,0,6,29,90000,90000.0,1
1,4,5,31,495000,247500.0,2
1,0,9,34,270000,135000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,1,8,31,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,24,135000,135000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,21,360000,360000.0,1
0,2,9,27,270000,90000.0,3
1,2,5,25,180000,90000.0,2
1,4,2,36,90000,90000.0,1
0,2,6,27,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,1,8,35,90000,45000.0,2
0,0,4,34,90000,90000.0,1
1,1,4,39,270000,90000.0,3
1,4,5,28,270000,90000.0,3
1,2,3,27,180000,90000.0,2
0,1,6,28,90000,90000.0,1
1,1,8,33,90000,90000.0,1
0,0,2,32,90000,90000.0,1
1,1,2,28,270000,270000.0,1
0,4,3,28,90000,90000.0,1
0,0,4,40,45000,45000.0,1
0,0,4,49,135000,67500.0,2
0,1,6,31,90000,90000.0,1
1,1,8,29,135000,135000.0,1
1,3,0,24,90000,90000.0,1
1,2,7,27,90000,90000.0,1
0,1,8,34,90000,90000.0,1
1,2,2,25,90000,90000.0,1
1,3,0,24,180000,90000.0,2
0,3,0,23,90000,90000.0,1
0,4,8,36,135000,135000.0,1
1,2,6,27,90000,90000.0,1
1,0,6,30,90000,90000.0,1
1,3,0,24,180000,90000.0,1
1,1,7,30,90000,90000.0,1
0,0,3,32,90000,90000.0,1
1,3,0,24,135000,135000.0,1
1,2,4,25,90000,90000.0,1
0,3,0,24,225000,112500.0,1
0,3,0,23,135000,135000.0,1
0,3,0,23,90000,90000.0,1
1,2,9,27,90000,90000.0,1
1,3,0,19,180000,180000.0,1
1,2,8,25,90000,90000.0,1
1,2,9,25,360000,120000.0,3
1,2,2,26,180000,90000.0,2
1,3,0,23,180000,180000.0,1
0,4,3,33,90000,90000.0,1
1,2,1,25,270000,135000.0,2
0,3,0,24,90000,90000.0,1
0,3,0,24,135000,67500.0,2
1,3,0,24,90000,90000.0,1
0,4,7,32,180000,90000.0,2
1,4,4,41,270000,135000.0,2
0,4,3,44,135000,135000.0,1
0,2,2,25,135000,135000.0,1
0,3,0,8,180000,90000.0,2
1,1,1,29,90000,90000.0,1
1,3,0,21,135000,67500.0,1
1,1,3,31,585000,117000.0,5
1,4,1,28,270000,270000.0,1
0,2,9,27,360000,90000.0,4
0,3,0,24,225000,112500.0,2
0,1,4,28,90000,90000.0,1
1,2,7,27,90000,90000.0,1
1,3,0,22,180000,90000.0,2
1,4,9,28,135000,135000.0,1
1,2,3,27,90000,90000.0,1
1,2,4,25,135000,135000.0,1
1,3,0,24,225000,112500.0,2
0,3,0,20,135000,135000.0,1
1,2,7,27,180000,180000.0,1
1,0,7,36,90000,90000.0,1
1,3,0,24,180000,90000.0,2
0,3,0,23,360000,180000.0,2
1,0,8,30,90000,90000.0,1
1,4,5,39,90000,90000.0,1
1,4,2,29,135000,135000.0,1
0,2,2,25,360000,120000.0,1
1,3,0,21,180000,180000.0,1
0,3,0,23,270000,135000.0,2
0,3,0,19,1260000,180000.0,4
1,3,0,23,180000,180000.0,1
0,2,9,25,225000,225000.0,1
1,3,0,24,450000,112500.0,4
0,1,8,28,90000,90000.0,1
0,4,9,29,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,4,4,50,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,3,0,24,90000,90000.0,1
0,1,6,29,90000,90000.0,1
0,0,5,30,90000,90000.0,1
0,4,7,32,180000,180000.0,1
1,1,5,30,90000,90000.0,1
0,1,2,29,180000,90000.0,2
0,1,9,32,180000,90000.0,2
1,4,6,28,495000,123750.0,2
1,3,0,23,180000,90000.0,2
1,3,0,23,360000,120000.0,2
0,3,0,23,45000,45000.0,1
0,3,0,24,45000,45000.0,1
0,2,2,25,180000,90000.0,1
1,3,0,23,90000,90000.0,1
1,2,1,26,90000,90000.0,1
0,4,8,34,90000,90000.0,1
0,0,1,29,180000,90000.0,2
0,1,5,33,90000,90000.0,1
1,2,5,27,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,3,0,19,180000,90000.0,2
1,2,6,27,90000,90000.0,1
1,3,0,24,585000,146250.0,3
1,3,0,24,90000,90000.0,1
0,4,9,28,45000,45000.0,1
0,0,6,32,360000,90000.0,3
0,3,0,18,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,2,4,26,90000,90000.0,1
1,1,3,38,90000,90000.0,1
1,3,0,21,180000,180000.0,1
1,3,0,24,45000,45000.0,1
1,3,0,22,135000,135000.0,1
1,2,3,26,90000,90000.0,1
1,2,7,25,315000,78750.0,2
0,3,0,19,540000,270000.0,2
1,3,0,24,90000,90000.0,1
1,3,0,21,225000,225000.0,1
0,2,9,25,90000,90000.0,1
1,0,7,29,90000,90000.0,1
0,2,4,27,90000,90000.0,1
1,1,9,32,90000,90000.0,1
0,4,8,32,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,24,270000,135000.0,2
1,3,0,24,90000,90000.0,1
1,3,0,24,225000,112500.0,2
1,2,3,25,180000,90000.0,1
1,1,5,30,180000,90000.0,2
1,1,6,34,90000,90000.0,1
0,2,8,27,180000,180000.0,1
1,2,3,26,90000,90000.0,1
0,3,0,22,225000,112500.0,2
0,3,0,22,180000,180000.0,1
0,4,6,29,90000,90000.0,1
1,3,0,22,540000,180000.0,2
1,3,0,21,135000,135000.0,1
1,3,0,22,315000,157500.0,1
0,2,3,26,180000,90000.0,2
1,2,3,25,90000,90000.0,1
0,3,0,17,270000,270000.0,1
0,3,0,22,180000,180000.0,1
1,2,4,26,45000,45000.0,1
1,0,8,31,675000,135000.0,4
1,2,8,27,180000,90000.0,2
1,3,0,23,180000,180000.0,1
0,2,2,25,90000,90000.0,1
0,2,8,25,90000,90000.0,1
1,0,6,30,90000,90000.0,1
1,0,3,28,270000,270000.0,1
1,2,1,27,90000,90000.0,1
1,0,9,34,90000,90000.0,1
0,1,9,30,90000,90000.0,1
1,2,8,27,270000,90000.0,3
1,2,8,25,90000,90000.0,1
0,1,1,32,360000,90000.0,4
1,3,0,22,270000,90000.0,3
1,4,4,28,225000,112500.0,2
1,4,4,32,180000,90000.0,2
0,0,3,33,360000,90000.0,2
1,0,1,42,360000,120000.0,3
1,2,8,26,90000,90000.0,1
1,3,0,23,90000,90000.0,1
0,2,2,25,90000,90000.0,1
1,2,1,25,90000,90000.0,1
0,1,7,29,330000,110000.0,3
1,1,3,34,90000,90000.0,1
0,4,8,32,315000,105000.0,1
0,2,5,27,90000,90000.0,1
0,2,2,25,90000,90000.0,1
0,2,7,27,180000,90000.0,2
1,4,5,30,270000,90000.0,2
0,3,0,21,180000,90000.0,2
0,4,1,31,180000,90000.0,2
1,1,2,31,90000,90000.0,1
0,0,8,33,135000,67500.0,1
0,3,0,25,315000,315000.0,1
1,2,8,27,270000,135000.0,2
1,2,7,25,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,0,2,30,90000,90000.0,1
1,2,8,25,90000,90000.0,1
0,2,7,25,180000,90000.0,2
1,2,2,27,135000,135000.0,1
1,1,1,29,90000,90000.0,1
1,2,9,25,315000,315000.0,1
1,4,7,35,90000,90000.0,1
0,2,8,27,90000,90000.0,1
1,2,6,26,270000,135000.0,2
0,1,7,28,710000,177500.0,3
1,1,3,32,180000,180000.0,1
0,4,4,37,45000,45000.0,1
1,3,0,22,270000,90000.0,3
1,0,6,31,90000,90000.0,1
1,1,2,30,90000,90000.0,1
0,2,2,27,360000,180000.0,1
1,4,6,28,225000,112500.0,2
0,4,4,31,135000,67500.0,2
0,1,7,39,405000,135000.0,2
1,0,4,30,180000,90000.0,2
0,3,0,8,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,0,3,29,90000,90000.0,1
1,1,3,34,90000,90000.0,1
1,0,2,35,180000,90000.0,2
0,2,7,25,270000,90000.0,3
1,4,5,29,90000,90000.0,1
0,1,5,28,90000,90000.0,1
1,4,3,31,180000,180000.0,1
1,1,8,28,360000,90000.0,4
0,2,4,27,180000,180000.0,1
1,0,8,29,90000,90000.0,1
0,0,9,31,90000,90000.0,1
0,1,6,36,90000,90000.0,1
1,2,3,27,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,3,0,21,90000,90000.0,1
0,4,9,36,315000,105000.0,2
1,2,9,25,45000,45000.0,1
1,4,7,35,495000,82500.0,6
1,4,7,33,270000,90000.0,3
1,2,7,25,90000,90000.0,1
1,0,5,28,225000,225000.0,1
1,2,6,26,630000,90000.0,7
1,0,2,44,225000,225000.0,1
1,3,0,22,180000,180000.0,1
1,1,9,32,360000,360000.0,1
1,1,2,30,405000,101250.0,3
1,4,7,31,180000,90000.0,2
1,3,0,24,90000,90000.0,1
1,0,7,42,405000,101250.0,2
0,1,8,28,270000,90000.0,2
0,2,3,27,90000,45000.0,2
1,1,1,28,135000,67500.0,1
1,4,7,30,90000,90000.0,1
0,4,4,30,1575000,262500.0,3
1,2,3,26,405000,101250.0,3
1,4,4,43,180000,90000.0,2
0,2,8,26,45000,45000.0,1
1,3,0,22,135000,135000.0,1
1,4,8,31,90000,90000.0,1
1,2,9,27,180000,90000.0,2
0,1,9,30,180000,90000.0,2
1,3,0,22,90000,90000.0,1
1,0,6,31,90000,90000.0,1
1,2,8,26,90000,90000.0,1
1,4,4,33,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,2,9,25,90000,90000.0,1
0,2,1,25,45000,45000.0,1
1,3,0,24,90000,90000.0,1
0,2,1,25,90000,90000.0,1
0,0,7,28,135000,135000.0,1
0,3,0,24,270000,90000.0,3
1,3,0,21,135000,135000.0,1
0,1,3,28,90000,90000.0,1
0,2,1,27,90000,90000.0,1
1,4,9,29,135000,135000.0,1
1,0,1,33,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,2,7,27,450000,90000.0,2
1,1,5,35,135000,135000.0,1
0,3,0,23,180000,180000.0,1
0,2,5,27,90000,90000.0,1
1,3,0,18,135000,135000.0,1
0,3,0,22,90000,90000.0,1
0,1,8,30,90000,90000.0,1
1,3,0,23,180000,90000.0,2
1,2,7,25,450000,112500.0,3
0,4,3,29,90000,90000.0,1
1,3,0,24,360000,90000.0,3
1,3,0,21,135000,135000.0,1
0,1,7,31,90000,90000.0,1
1,2,5,27,90000,90000.0,1
0,4,4,30,180000,180000.0,1
0,3,0,24,135000,135000.0,1
0,4,1,31,270000,135000.0,2
0,3,0,23,90000,90000.0,1
0,3,0,22,90000,90000.0,1
1,3,0,18,630000,630000.0,1
1,3,0,19,180000,180000.0,1
0,1,6,33,90000,90000.0,1
1,3,0,24,270000,90000.0,2
0,1,5,28,585000,117000.0,4
0,2,7,27,180000,90000.0,2
1,3,0,23,90000,90000.0,1
1,3,0,24,270000,135000.0,1
0,2,1,27,180000,180000.0,1
0,4,9,39,180000,60000.0,2
0,0,3,31,90000,90000.0,1
1,4,9,32,90000,90000.0,1
1,4,9,29,90000,90000.0,1
1,1,9,31,90000,90000.0,1
0,0,6,49,180000,180000.0,1
1,0,1,31,90000,90000.0,1
0,1,3,28,180000,90000.0,2
0,1,1,28,135000,67500.0,2
1,4,1,28,405000,135000.0,2
1,0,3,28,135000,135000.0,1
0,0,6,29,90000,90000.0,1
1,1,1,32,180000,90000.0,2
1,2,1,27,90000,90000.0,1
0,0,7,28,225000,225000.0,1
1,4,6,30,180000,90000.0,2
1,4,2,30,90000,90000.0,1
1,2,3,26,135000,67500.0,2
1,3,0,22,90000,90000.0,1
1,2,7,27,90000,90000.0,1
1,1,2,30,765000,85000.0,5
0,0,8,32,360000,90000.0,3
0,4,1,29,90000,90000.0,1
1,4,5,33,90000,90000.0,1
0,0,3,29,90000,90000.0,1
1,1,2,32,90000,90000.0,1
0,0,2,29,90000,90000.0,1
0,1,6,59,135000,135000.0,1
1,2,6,26,90000,90000.0,1
0,1,4,29,270000,90000.0,3
1,3,0,24,45000,45000.0,1
1,4,3,44,360000,360000.0,1
1,2,2,25,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,3,0,22,855000,142500.0,5
0,3,0,23,360000,72000.0,5
1,4,5,28,180000,90000.0,2
0,0,2,40,90000,90000.0,1
1,4,5,30,90000,90000.0,1
0,2,2,25,180000,90000.0,2
0,2,3,27,180000,90000.0,2
0,3,0,24,90000,90000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,23,135000,135000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,24,540000,90000.0,6
1,3,0,24,90000,90000.0,1
1,3,0,24,135000,135000.0,1
0,1,2,30,90000,90000.0,1
0,0,1,34,90000,90000.0,1
0,3,0,23,90000,90000.0,1
1,3,0,23,270000,135000.0,2
1,3,0,23,90000,90000.0,1
0,2,2,26,90000,90000.0,1
0,0,8,29,135000,67500.0,2
1,0,7,40,225000,112500.0,2
0,4,7,30,90000,90000.0,1
1,2,1,27,315000,105000.0,1
0,4,3,31,135000,135000.0,1
1,1,3,28,90000,90000.0,1
1,2,3,27,135000,135000.0,1
1,2,1,27,90000,90000.0,1
1,1,2,33,90000,90000.0,1
0,2,8,27,90000,90000.0,1
1,2,3,25,90000,90000.0,1
1,3,0,21,90000,90000.0,1
1,2,6,25,270000,90000.0,3
0,1,2,34,90000,90000.0,1
1,1,9,28,180000,90000.0,2
0,3,0,8,90000,90000.0,1
1,0,7,29,225000,225000.0,1
1,3,0,24,90000,90000.0,1
1,3,0,20,180000,180000.0,1
1,3,0,19,270000,90000.0,3
0,1,3,44,135000,135000.0,1
1,0,8,44,270000,270000.0,1
1,2,6,27,450000,90000.0,5
0,1,7,31,180000,180000.0,1
0,2,1,27,45000,45000.0,1
1,4,2,30,180000,90000.0,2
1,2,4,26,315000,315000.0,1
0,1,8,29,270000,270000.0,1
1,1,6,29,90000,90000.0,1
0,0,3,32,180000,90000.0,2
1,4,9,28,90000,90000.0,1
1,2,9,27,90000,90000.0,1
0,3,0,24,45000,45000.0,1
0,2,4,26,90000,90000.0,1
0,0,7,33,180000,90000.0,2
0,2,9,25,90000,90000.0,1
0,1,6,30,360000,90000.0,4
1,2,8,27,90000,90000.0,1
0,4,7,41,90000,90000.0,1
1,4,3,28,90000,90000.0,1
1,1,3,29,450000,225000.0,2
0,1,1,31,180000,90000.0,2
0,2,8,25,90000,90000.0,1
0,2,8,26,270000,90000.0,1
1,1,8,28,90000,90000.0,1
1,4,6,44,180000,180000.0,1
1,3,0,24,360000,120000.0,2
1,3,0,23,585000,292500.0,2
1,2,8,26,90000,90000.0,1
1,0,7,34,180000,90000.0,2
1,2,2,27,90000,90000.0,1
0,1,6,28,315000,78750.0,4
0,2,1,27,135000,135000.0,1
1,3,0,24,765000,109285.71428571429,5
0,4,1,30,180000,90000.0,2
0,1,9,30,90000,90000.0,1
0,1,1,28,450000,225000.0,2
1,0,9,30,405000,135000.0,3
1,2,8,26,225000,225000.0,1
1,4,2,29,360000,90000.0,3
1,4,4,33,90000,90000.0,1
0,3,0,24,135000,135000.0,1
0,2,7,27,90000,90000.0,1
1,0,8,28,225000,112500.0,2
0,1,6,28,135000,135000.0,1
0,2,8,26,45000,45000.0,1
1,0,2,28,855000,122142.85714285714,3
1,3,0,23,90000,90000.0,1
1,3,0,24,135000,135000.0,1
0,2,2,25,90000,90000.0,1
1,1,6,28,90000,90000.0,1
0,3,0,8,135000,135000.0,1
1,3,0,24,270000,90000.0,3
1,3,0,24,135000,135000.0,1
1,2,2,25,90000,90000.0,1
1,4,4,38,90000,90000.0,1
1,4,9,54,90000,90000.0,1
1,0,4,33,180000,180000.0,1
0,3,0,22,180000,90000.0,2
1,2,7,27,135000,135000.0,1
0,2,8,27,270000,90000.0,3
0,2,9,27,90000,90000.0,1
1,3,0,21,270000,135000.0,2
0,0,8,31,90000,90000.0,1
1,0,2,47,90000,90000.0,1
0,0,8,29,270000,135000.0,2
1,1,1,28,225000,112500.0,1
0,2,4,26,180000,180000.0,1
1,2,3,27,135000,135000.0,1
1,2,1,26,90000,90000.0,1
1,2,5,25,90000,90000.0,1
1,0,1,32,180000,90000.0,2
0,3,0,7,180000,90000.0,2
0,0,9,30,90000,90000.0,1
1,2,5,27,90000,90000.0,1
0,3,0,24,270000,270000.0,1
1,3,0,24,225000,75000.0,2
1,0,6,31,135000,67500.0,2
1,0,5,28,180000,60000.0,3
0,3,0,23,90000,90000.0,1
0,3,0,24,270000,135000.0,2
1,2,7,27,180000,90000.0,2
0,1,7,31,270000,135000.0,1
1,1,9,37,270000,90000.0,3
0,2,2,26,90000,90000.0,1
1,0,3,28,90000,90000.0,1
1,0,5,28,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,1,4,31,90000,90000.0,1
1,1,2,30,180000,90000.0,2
0,2,2,25,90000,90000.0,1
0,1,6,31,90000,90000.0,1
0,4,3,29,90000,90000.0,1
1,1,1,29,180000,90000.0,2
0,2,4,27,180000,180000.0,1
1,2,3,26,180000,90000.0,2
1,4,6,28,90000,90000.0,1
1,3,0,24,135000,135000.0,1
1,2,6,27,315000,157500.0,2
0,2,5,25,720000,180000.0,3
1,2,6,26,45000,45000.0,1
1,4,6,28,315000,157500.0,2
1,3,0,19,270000,90000.0,2
0,4,6,35,315000,105000.0,1
0,1,3,31,90000,90000.0,1
1,0,5,54,315000,315000.0,1
0,1,2,33,90000,90000.0,1
1,3,0,24,135000,135000.0,1
1,1,6,28,225000,112500.0,2
0,3,0,24,180000,90000.0,2
1,0,4,32,180000,180000.0,1
0,2,5,25,270000,135000.0,2
1,3,0,21,180000,90000.0,2
0,2,5,25,90000,90000.0,1
1,2,6,25,225000,75000.0,1
0,2,6,26,180000,180000.0,1
1,3,0,19,180000,180000.0,1
0,1,2,28,135000,67500.0,2
1,3,0,21,90000,90000.0,1
1,1,2,34,180000,180000.0,1
0,2,9,26,90000,90000.0,1
1,2,1,26,270000,270000.0,1
1,2,9,27,90000,90000.0,1
1,3,0,23,90000,90000.0,1
1,0,9,31,180000,90000.0,2
1,3,0,22,135000,67500.0,1
0,2,3,27,180000,90000.0,2
0,4,6,29,135000,135000.0,1
0,3,0,24,135000,67500.0,2
0,0,2,28,180000,180000.0,1
0,2,8,27,90000,90000.0,1
0,4,5,29,90000,90000.0,1
0,0,8,30,45000,45000.0,1
0,1,8,32,690000,172500.0,3
1,4,2,31,270000,270000.0,1
1,4,8,28,90000,90000.0,1
1,2,9,27,315000,105000.0,3
0,3,0,24,90000,90000.0,1
0,1,7,30,90000,90000.0,1
0,1,4,33,90000,90000.0,1
0,4,8,30,630000,90000.0,6
1,0,6,30,90000,90000.0,1
1,0,5,28,225000,225000.0,1
1,3,0,22,270000,90000.0,3
0,1,3,32,180000,90000.0,2
1,3,0,24,90000,90000.0,1
1,0,6,29,90000,90000.0,1
1,4,7,29,180000,180000.0,1
1,3,0,24,90000,90000.0,1
1,2,3,26,90000,90000.0,1
0,4,8,33,90000,90000.0,1
1,3,0,24,90000,90000.0,1
0,3,0,24,90000,90000.0,1
0,4,1,34,45000,45000.0,1
1,1,5,30,225000,225000.0,1
0,1,6,39,90000,90000.0,1
0,0,8,28,135000,67500.0,2
0,1,4,36,270000,90000.0,3
0,4,9,33,90000,90000.0,1
1,0,3,29,225000,225000.0,1
0,0,3,29,90000,90000.0,1
1,1,6,33,90000,90000.0,1
0,4,8,30,90000,90000.0,1
1,2,7,27,225000,75000.0,3
0,2,2,25,90000,90000.0,1
1,2,9,27,90000,90000.0,1
1,2,5,26,540000,108000.0,4
1,2,6,27,180000,90000.0,2
1,2,3,25,180000,90000.0,2
1,3,0,21,405000,202500.0,2
1,2,9,27,90000,90000.0,1
0,2,6,27,270000,90000.0,3
1,3,0,24,90000,90000.0,1
0,2,6,26,180000,90000.0,2
1,2,6,26,630000,157500.0,3
0,4,3,28,90000,90000.0,1
0,2,8,25,405000,135000.0,3
1,2,7,27,90000,90000.0,1
1,4,6,36,180000,90000.0,2
0,1,2,30,90000,90000.0,1
1,0,2,30,90000,90000.0,1
1,0,6,36,135000,135000.0,1
